"X","participant_id","option_chosen","problem_number","running_number","trial_number","cond","a.b.f","b.b.f","a.se.f","b.se.f","a_be","pa_be","a_se","pa_se","b_be","pb_be","b_se","pb_se","de_gap_rule"
233,"2",0,85,53,51,"exp",0.64,0.84,0.12,0.08,10,0.668,4,0.153,10,0.846,6,0.082,0.133333333333333
234,"2",1,86,54,21,"exp",0.8,0.7,0,0.1,3,0.716,6,0.074,3,0.676,4,0.176,0.133333333333333
235,"2",1,90,55,18,"exp",0.933333333333333,0.866666666666667,0.0666666666666667,0.133333333333333,7,0.832,4,0.118,7,0.903,4,0.193,0.133333333333333
236,"2",1,92,56,53,"exp",0.9,0.3,0,0.3,8,0.793,6,0.013,8,0.637,4,0.089,0.133333333333333
237,"2",1,95,57,11,"exp",0.9,0.4,0,0.1,5,0.604,9,0.043,5,0.514,8,0.071,0.133333333333333
238,"2",0,96,58,6,"exp",0.533333333333333,0.666666666666667,0.0666666666666667,0.133333333333333,10,0.703,4,0.066,10,0.597,3,0.158,0.133333333333333
239,"2",1,99,59,39,"exp",0.7,0.7,0.1,0.1,7,0.596,4,0.137,7,0.736,9,0.075,0.133333333333333
240,"2",0,100,60,15,"exp",0.8,0.8,0.15,0.05,2,0.761,4,0.276,2,0.716,6,0.056,0.133333333333333
241,"3",1,2,1,32,"desc",NA,NA,NA,NA,2,0.88,5,0.114,2,0.733,8,0.178,0.35
242,"3",0,3,2,57,"desc",NA,NA,NA,NA,9,0.68,2,0.251,9,0.614,3,0.051,0.35
243,"3",1,5,3,54,"desc",NA,NA,NA,NA,7,0.905,3,0.074,7,0.709,2,0.205,0.35
244,"3",0,8,4,27,"desc",NA,NA,NA,NA,2,0.545,6,0.067,2,0.694,3,0.026,0.35
245,"3",1,10,5,56,"desc",NA,NA,NA,NA,7,0.921,2,0.226,7,0.73,3,0.089,0.35
246,"3",1,11,6,59,"desc",NA,NA,NA,NA,2,0.644,4,0.02,2,0.914,9,0.14,0.35
247,"3",0,12,7,60,"desc",NA,NA,NA,NA,2,0.688,5,0.122,2,0.706,3,0.024,0.35
248,"3",1,13,8,2,"desc",NA,NA,NA,NA,9,0.635,3,0.157,9,0.611,4,0.092,0.35
249,"3",1,14,9,58,"desc",NA,NA,NA,NA,2,0.511,3,0.049,2,0.778,3,0.054,0.35
250,"3",1,15,10,25,"desc",NA,NA,NA,NA,2,0.675,2,0.105,2,0.775,5,0.176,0.35
251,"3",1,16,11,39,"desc",NA,NA,NA,NA,9,0.836,3,0.014,9,0.703,4,0.185,0.35
252,"3",0,17,12,31,"desc",NA,NA,NA,NA,2,0.922,6,0.062,2,0.563,4,0.056,0.35
253,"3",0,18,13,48,"desc",NA,NA,NA,NA,5,0.584,6,0.015,5,0.658,3,0.027,0.35
254,"3",1,19,14,3,"desc",NA,NA,NA,NA,7,0.804,3,0.064,7,0.889,9,0.163,0.35
255,"3",0,22,15,23,"desc",NA,NA,NA,NA,9,0.642,2,0.213,9,0.902,3,0.042,0.35
256,"3",1,23,16,30,"desc",NA,NA,NA,NA,5,0.828,3,0.033,5,0.81,8,0.104,0.35
257,"3",0,26,17,47,"desc",NA,NA,NA,NA,9,0.645,8,0.215,9,0.8,2,0.188,0.35
258,"3",1,27,18,18,"desc",NA,NA,NA,NA,7,0.517,4,0.085,7,0.835,6,0.072,0.35
259,"3",1,28,19,44,"desc",NA,NA,NA,NA,9,0.9,3,0.012,9,0.786,9,0.181,0.35
260,"3",1,29,20,14,"desc",NA,NA,NA,NA,5,0.676,5,0.058,5,0.571,2,0.218,0.35
261,"3",1,31,21,55,"desc",NA,NA,NA,NA,7,0.769,5,0.091,7,0.681,4,0.219,0.35
262,"3",0,32,22,15,"desc",NA,NA,NA,NA,7,0.86,8,0.132,7,0.782,3,0.014,0.35
263,"3",0,34,23,42,"desc",NA,NA,NA,NA,5,0.596,4,0.145,5,0.944,4,0.135,0.35
264,"3",0,35,24,9,"desc",NA,NA,NA,NA,2,0.575,3,0.014,2,0.724,3,0.183,0.35
265,"3",1,36,25,11,"desc",NA,NA,NA,NA,5,0.791,3,0.019,5,0.631,6,0.019,0.35
266,"3",0,39,26,1,"desc",NA,NA,NA,NA,7,0.752,9,0.146,7,0.624,3,0.037,0.35
267,"3",0,42,27,52,"desc",NA,NA,NA,NA,9,0.561,8,0.199,9,0.824,5,0.151,0.35
268,"3",1,43,28,46,"desc",NA,NA,NA,NA,5,0.767,4,0.03,5,0.871,4,0.117,0.35
269,"3",1,44,29,29,"desc",NA,NA,NA,NA,2,0.766,5,0.083,2,0.635,9,0.136,0.35
270,"3",1,45,30,43,"desc",NA,NA,NA,NA,5,0.609,2,0.164,5,0.691,8,0.081,0.35
271,"3",1,48,31,38,"desc",NA,NA,NA,NA,5,0.754,3,0.088,5,0.833,5,0.235,0.35
272,"3",1,53,32,50,"desc",NA,NA,NA,NA,5,0.713,3,0.01,5,0.763,6,0.041,0.35
273,"3",1,54,33,49,"desc",NA,NA,NA,NA,9,0.659,2,0.227,9,0.594,4,0.134,0.35
274,"3",1,56,34,4,"desc",NA,NA,NA,NA,4,0.77,6,0.016,4,0.62,4,0.091,0.35
275,"3",0,57,35,28,"desc",NA,NA,NA,NA,2,0.645,3,0.137,2,0.677,4,0.017,0.35
276,"3",1,59,36,36,"desc",NA,NA,NA,NA,9,0.569,5,0.16,9,0.795,3,0.071,0.35
277,"3",1,60,37,21,"desc",NA,NA,NA,NA,9,0.566,4,0.06,9,0.766,5,0.192,0.35
278,"3",1,61,38,24,"desc",NA,NA,NA,NA,2,0.86,3,0.104,2,0.659,9,0.138,0.35
279,"3",0,65,39,19,"desc",NA,NA,NA,NA,7,0.571,2,0.261,7,0.514,3,0.014,0.35
280,"3",0,67,40,7,"desc",NA,NA,NA,NA,9,0.711,4,0.145,9,0.536,2,0.139,0.35
281,"3",0,68,41,8,"desc",NA,NA,NA,NA,5,0.845,2,0.162,5,0.869,4,0.068,0.35
282,"3",1,70,42,34,"desc",NA,NA,NA,NA,4,0.556,3,0.029,4,0.715,4,0.105,0.35
283,"3",1,71,43,16,"desc",NA,NA,NA,NA,7,0.606,4,0.036,7,0.577,9,0.105,0.35
284,"3",0,73,44,33,"desc",NA,NA,NA,NA,5,0.703,8,0.162,5,0.756,3,0.103,0.35
285,"3",1,74,45,12,"desc",NA,NA,NA,NA,2,0.693,4,0.031,2,0.708,8,0.18,0.35
286,"3",0,76,46,10,"desc",NA,NA,NA,NA,9,0.794,3,0.2,9,0.837,3,0.018,0.35
287,"3",1,77,47,51,"desc",NA,NA,NA,NA,7,0.741,3,0.02,7,0.571,2,0.198,0.35
288,"3",0,79,48,22,"desc",NA,NA,NA,NA,4,0.733,9,0.167,4,0.799,6,0.038,0.35
289,"3",1,80,49,26,"desc",NA,NA,NA,NA,2,0.812,4,0.037,2,0.817,8,0.199,0.35
290,"3",0,81,50,41,"desc",NA,NA,NA,NA,2,0.626,2,0.205,2,0.571,3,0.027,0.35
291,"3",1,83,51,17,"desc",NA,NA,NA,NA,2,0.742,6,0.052,2,0.688,3,0.112,0.35
292,"3",0,84,52,13,"desc",NA,NA,NA,NA,2,0.595,8,0.187,2,0.669,4,0.065,0.35
293,"3",0,85,53,5,"desc",NA,NA,NA,NA,9,0.668,9,0.153,9,0.846,4,0.082,0.35
294,"3",0,86,54,40,"desc",NA,NA,NA,NA,2,0.716,4,0.074,2,0.676,2,0.176,0.35
295,"3",0,90,55,20,"desc",NA,NA,NA,NA,5,0.832,3,0.118,5,0.903,2,0.193,0.35
296,"3",1,92,56,53,"desc",NA,NA,NA,NA,9,0.793,3,0.013,9,0.637,3,0.089,0.35
297,"3",1,95,57,37,"desc",NA,NA,NA,NA,2,0.604,6,0.043,2,0.514,4,0.071,0.35
298,"3",1,96,58,6,"desc",NA,NA,NA,NA,9,0.703,3,0.066,9,0.597,8,0.158,0.35
299,"3",1,99,59,45,"desc",NA,NA,NA,NA,5,0.596,3,0.137,5,0.736,6,0.075,0.35
300,"3",1,100,60,35,"desc",NA,NA,NA,NA,2,0.761,2,0.276,2,0.716,3,0.056,0.35
301,"3",1,2,1,34,"exp",1,0.8,0.2,0.6,2,0.88,5,0.114,2,0.733,8,0.178,0.35
302,"3",1,3,2,51,"exp",0.75,0.2,0.25,0.2,9,0.68,2,0.251,9,0.614,3,0.051,0.35
303,"3",1,5,3,44,"exp",1,0.4,0,0.4,7,0.905,3,0.074,7,0.709,2,0.205,0.35
304,"3",1,8,4,11,"exp",0.8,0.6,0,0,2,0.545,6,0.067,2,0.694,3,0.026,0.35
305,"3",1,10,5,4,"exp",1,0.8,0,0.2,7,0.921,2,0.226,7,0.73,3,0.089,0.35
306,"3",0,11,6,7,"exp",0.6,0.8,0,0,2,0.644,4,0.02,2,0.914,9,0.14,0.35
307,"3",1,12,7,60,"exp",0.571428571428571,0.428571428571429,0,0,2,0.688,5,0.122,2,0.706,3,0.024,0.35
308,"3",1,13,8,39,"exp",0.6,0.8,0,0.2,9,0.635,3,0.157,9,0.611,4,0.092,0.35
309,"3",0,14,9,59,"exp",0.6,0.8,0,0,2,0.511,3,0.049,2,0.778,3,0.054,0.35
310,"3",1,15,10,54,"exp",0.6,1,0,0.4,2,0.675,2,0.105,2,0.775,5,0.176,0.35
311,"3",0,16,11,13,"exp",0.5,1,0,0,9,0.836,3,0.014,9,0.703,4,0.185,0.35
312,"3",1,17,12,23,"exp",0.777777777777778,0.6,0,0.2,2,0.922,6,0.062,2,0.563,4,0.056,0.35
313,"3",1,18,13,1,"exp",1,0.666666666666667,0,0,5,0.584,6,0.015,5,0.658,3,0.027,0.35
314,"3",0,19,14,22,"exp",0.6,1,0.2,0,7,0.804,3,0.064,7,0.889,9,0.163,0.35
315,"3",0,22,15,8,"exp",0.4,1,0.4,0,9,0.642,2,0.213,9,0.902,3,0.042,0.35
316,"3",1,23,16,50,"exp",0.6,1,0,0.4,5,0.828,3,0.033,5,0.81,8,0.104,0.35
317,"3",1,26,17,14,"exp",1,0.8,0,0.2,9,0.645,8,0.215,9,0.8,2,0.188,0.35
318,"3",0,27,18,58,"exp",0.6,1,0.2,0,7,0.517,4,0.085,7,0.835,6,0.072,0.35
319,"3",1,28,19,47,"exp",1,0.8,0,0.2,9,0.9,3,0.012,9,0.786,9,0.181,0.35
320,"3",0,29,20,17,"exp",0.6,0.8,0,0.2,5,0.676,5,0.058,5,0.571,2,0.218,0.35
321,"3",0,31,21,48,"exp",1,0.6,0,0.4,7,0.769,5,0.091,7,0.681,4,0.219,0.35
322,"3",1,32,22,25,"exp",1,0.6,0,0,7,0.86,8,0.132,7,0.782,3,0.014,0.35
323,"3",0,34,23,21,"exp",0.6,1,0.6,0.2,5,0.596,4,0.145,5,0.944,4,0.135,0.35
324,"3",0,35,24,41,"exp",0.6,1,0,0.2,2,0.575,3,0.014,2,0.724,3,0.183,0.35
325,"3",1,36,25,26,"exp",1,0.2,0,0,5,0.791,3,0.019,5,0.631,6,0.019,0.35
326,"3",0,39,26,45,"exp",1,0.4,0.4,0,7,0.752,9,0.146,7,0.624,3,0.037,0.35
327,"3",0,42,27,55,"exp",0.6,0.6,0.2,0.4,9,0.561,8,0.199,9,0.824,5,0.151,0.35
328,"3",1,43,28,37,"exp",0.8,0.75,0,0.25,5,0.767,4,0.03,5,0.871,4,0.117,0.35
329,"3",1,44,29,32,"exp",0.8,0.6,0,0.2,2,0.766,5,0.083,2,0.635,9,0.136,0.35
330,"3",1,45,30,16,"exp",0.6,0.6,0.2,0.4,5,0.609,2,0.164,5,0.691,8,0.081,0.35
331,"3",1,48,31,31,"exp",1,1,0,0.2,5,0.754,3,0.088,5,0.833,5,0.235,0.35
332,"3",1,53,32,29,"exp",1,0.8,0,0,5,0.713,3,0.01,5,0.763,6,0.041,0.35
333,"3",1,54,33,49,"exp",1,0.8,0.4,0,9,0.659,2,0.227,9,0.594,4,0.134,0.35
334,"3",1,56,34,20,"exp",1,0.2,0,0,4,0.77,6,0.016,4,0.62,4,0.091,0.35
335,"3",1,57,35,19,"exp",0.8,0.4,0,0,2,0.645,3,0.137,2,0.677,4,0.017,0.35
336,"3",0,59,36,38,"exp",0.6,0.6,0.2,0,9,0.569,5,0.16,9,0.795,3,0.071,0.35
337,"3",0,60,37,46,"exp",0.6,0.4,0.2,0,9,0.566,4,0.06,9,0.766,5,0.192,0.35
338,"3",1,61,38,27,"exp",1,0.8,0,0.2,2,0.86,3,0.104,2,0.659,9,0.138,0.35
339,"3",1,65,39,35,"exp",0.6,0.2,0.4,0,7,0.571,2,0.261,7,0.514,3,0.014,0.35
340,"3",1,67,40,9,"exp",1,0,0,0,9,0.711,4,0.145,9,0.536,2,0.139,0.35
341,"3",0,68,41,30,"exp",0.6,0.8,0,0,5,0.845,2,0.162,5,0.869,4,0.068,0.35
342,"3",1,70,42,6,"exp",0.3,0.9,0.1,0.2,4,0.556,3,0.029,4,0.715,4,0.105,0.35
343,"3",1,71,43,2,"exp",0.8,0.8,0,0.2,7,0.606,4,0.036,7,0.577,9,0.105,0.35
344,"3",1,73,44,57,"exp",1,0.8,0,0,5,0.703,8,0.162,5,0.756,3,0.103,0.35
345,"3",1,74,45,43,"exp",1,0.6,0,0.4,2,0.693,4,0.031,2,0.708,8,0.18,0.35
346,"3",0,76,46,24,"exp",0.8,0.8,0.2,0,9,0.794,3,0.2,9,0.837,3,0.018,0.35
347,"3",0,77,47,12,"exp",0.8,0.6,0,0,7,0.741,3,0.02,7,0.571,2,0.198,0.35
348,"3",0,79,48,5,"exp",0.2,1,0,0,4,0.733,9,0.167,4,0.799,6,0.038,0.35
349,"3",0,80,49,28,"exp",0.6,1,0,0,2,0.812,4,0.037,2,0.817,8,0.199,0.35
350,"3",0,81,50,10,"exp",0.714285714285714,0.727272727272727,0.142857142857143,0,2,0.626,2,0.205,2,0.571,3,0.027,0.35
351,"3",1,83,51,18,"exp",1,0.8,0,0.2,2,0.742,6,0.052,2,0.688,3,0.112,0.35
352,"3",1,84,52,15,"exp",0.6,0.2,0,0,2,0.595,8,0.187,2,0.669,4,0.065,0.35
353,"3",0,85,53,33,"exp",0.4,0.8,0.2,0,9,0.668,9,0.153,9,0.846,4,0.082,0.35
354,"3",1,86,54,52,"exp",0.8,0.6,0,0,2,0.716,4,0.074,2,0.676,2,0.176,0.35
355,"3",1,90,55,40,"exp",0.8,1,0,0.2,5,0.832,3,0.118,5,0.903,2,0.193,0.35
356,"3",1,92,56,42,"exp",1,0.6,0,0,9,0.793,3,0.013,9,0.637,3,0.089,0.35
357,"3",0,95,57,3,"exp",0,0.6,0,0,2,0.604,6,0.043,2,0.514,4,0.071,0.35
358,"3",1,96,58,36,"exp",0.8,0.4,0,0,9,0.703,3,0.066,9,0.597,8,0.158,0.35
359,"3",1,99,59,53,"exp",1,0.8,0,0,5,0.596,3,0.137,5,0.736,6,0.075,0.35
360,"3",1,100,60,56,"exp",0.8,0.2,0.2,0.2,2,0.761,2,0.276,2,0.716,3,0.056,0.35
361,"4",1,2,1,29,"desc",NA,NA,NA,NA,3,0.88,8,0.114,3,0.733,9,0.178,0.416666666666667
362,"4",1,3,2,25,"desc",NA,NA,NA,NA,10,0.68,4,0.251,10,0.614,2,0.051,0.416666666666667
363,"4",1,5,3,44,"desc",NA,NA,NA,NA,10,0.905,2,0.074,10,0.709,4,0.205,0.416666666666667
364,"4",0,8,4,2,"desc",NA,NA,NA,NA,1,0.545,7,0.067,1,0.694,5,0.026,0.416666666666667
365,"4",1,10,5,15,"desc",NA,NA,NA,NA,10,0.921,4,0.226,10,0.73,7,0.089,0.416666666666667
366,"4",1,11,6,17,"desc",NA,NA,NA,NA,2,0.644,6,0.02,2,0.914,9,0.14,0.416666666666667
367,"4",0,12,7,22,"desc",NA,NA,NA,NA,3,0.688,8,0.122,3,0.706,5,0.024,0.416666666666667
368,"4",1,13,8,16,"desc",NA,NA,NA,NA,8,0.635,7,0.157,8,0.611,7,0.092,0.416666666666667
369,"4",1,14,9,48,"desc",NA,NA,NA,NA,3,0.511,7,0.049,3,0.778,2,0.054,0.416666666666667
370,"4",0,15,10,5,"desc",NA,NA,NA,NA,3,0.675,4,0.105,3,0.775,8,0.176,0.416666666666667
371,"4",1,16,11,45,"desc",NA,NA,NA,NA,10,0.836,5,0.014,10,0.703,7,0.185,0.416666666666667
372,"4",1,17,12,9,"desc",NA,NA,NA,NA,2,0.922,7,0.062,2,0.563,7,0.056,0.416666666666667
373,"4",0,18,13,43,"desc",NA,NA,NA,NA,5,0.584,7,0.015,5,0.658,2,0.027,0.416666666666667
374,"4",1,19,14,42,"desc",NA,NA,NA,NA,6,0.804,7,0.064,6,0.889,9,0.163,0.416666666666667
375,"4",0,22,15,60,"desc",NA,NA,NA,NA,8,0.642,4,0.213,8,0.902,2,0.042,0.416666666666667
376,"4",1,23,16,33,"desc",NA,NA,NA,NA,5,0.828,7,0.033,5,0.81,9,0.104,0.416666666666667
377,"4",0,26,17,50,"desc",NA,NA,NA,NA,10,0.645,9,0.215,10,0.8,4,0.188,0.416666666666667
378,"4",0,27,18,58,"desc",NA,NA,NA,NA,6,0.517,6,0.085,6,0.835,7,0.072,0.416666666666667
379,"4",1,28,19,55,"desc",NA,NA,NA,NA,10,0.9,5,0.012,10,0.786,9,0.181,0.416666666666667
380,"4",1,29,20,35,"desc",NA,NA,NA,NA,5,0.676,8,0.058,5,0.571,4,0.218,0.416666666666667
381,"4",1,31,21,34,"desc",NA,NA,NA,NA,6,0.769,8,0.091,6,0.681,7,0.219,0.416666666666667
382,"4",0,32,22,10,"desc",NA,NA,NA,NA,6,0.86,9,0.132,6,0.782,5,0.014,0.416666666666667
383,"4",0,34,23,30,"desc",NA,NA,NA,NA,5,0.596,7,0.145,5,0.944,6,0.135,0.416666666666667
384,"4",1,35,24,57,"desc",NA,NA,NA,NA,1,0.575,5,0.014,1,0.724,7,0.183,0.416666666666667
385,"4",1,36,25,32,"desc",NA,NA,NA,NA,6,0.791,5,0.019,6,0.631,7,0.019,0.416666666666667
386,"4",1,39,26,36,"desc",NA,NA,NA,NA,10,0.752,9,0.146,10,0.624,2,0.037,0.416666666666667
387,"4",0,42,27,20,"desc",NA,NA,NA,NA,8,0.561,9,0.199,8,0.824,8,0.151,0.416666666666667
388,"4",1,43,28,37,"desc",NA,NA,NA,NA,6,0.767,6,0.03,6,0.871,6,0.117,0.416666666666667
389,"4",1,44,29,21,"desc",NA,NA,NA,NA,3,0.766,8,0.083,3,0.635,9,0.136,0.416666666666667
390,"4",0,45,30,52,"desc",NA,NA,NA,NA,5,0.609,4,0.164,5,0.691,9,0.081,0.416666666666667
391,"4",0,48,31,4,"desc",NA,NA,NA,NA,6,0.754,2,0.088,6,0.833,8,0.235,0.416666666666667
392,"4",0,53,32,23,"desc",NA,NA,NA,NA,5,0.713,5,0.01,5,0.763,7,0.041,0.416666666666667
393,"4",1,54,33,38,"desc",NA,NA,NA,NA,10,0.659,4,0.227,10,0.594,7,0.134,0.416666666666667
394,"4",1,56,34,47,"desc",NA,NA,NA,NA,7,0.77,7,0.016,7,0.62,7,0.091,0.416666666666667
395,"4",0,57,35,26,"desc",NA,NA,NA,NA,1,0.645,7,0.137,1,0.677,6,0.017,0.416666666666667
396,"4",0,59,36,24,"desc",NA,NA,NA,NA,10,0.569,8,0.16,10,0.795,5,0.071,0.416666666666667
397,"4",0,60,37,31,"desc",NA,NA,NA,NA,10,0.566,6,0.06,10,0.766,8,0.192,0.416666666666667
398,"4",1,61,38,59,"desc",NA,NA,NA,NA,1,0.86,2,0.104,1,0.659,9,0.138,0.416666666666667
399,"4",0,65,39,11,"desc",NA,NA,NA,NA,10,0.571,4,0.261,10,0.514,5,0.014,0.416666666666667
400,"4",1,67,40,41,"desc",NA,NA,NA,NA,10,0.711,6,0.145,10,0.536,4,0.139,0.416666666666667
401,"4",0,68,41,53,"desc",NA,NA,NA,NA,6,0.845,4,0.162,6,0.869,7,0.068,0.416666666666667
402,"4",1,70,42,56,"desc",NA,NA,NA,NA,7,0.556,5,0.029,7,0.715,6,0.105,0.416666666666667
403,"4",1,71,43,51,"desc",NA,NA,NA,NA,10,0.606,6,0.036,10,0.577,9,0.105,0.416666666666667
404,"4",0,73,44,6,"desc",NA,NA,NA,NA,5,0.703,9,0.162,5,0.756,7,0.103,0.416666666666667
405,"4",1,74,45,12,"desc",NA,NA,NA,NA,3,0.693,6,0.031,3,0.708,9,0.18,0.416666666666667
406,"4",0,76,46,27,"desc",NA,NA,NA,NA,10,0.794,7,0.2,10,0.837,5,0.018,0.416666666666667
407,"4",1,77,47,18,"desc",NA,NA,NA,NA,10,0.741,5,0.02,10,0.571,4,0.198,0.416666666666667
408,"4",0,79,48,40,"desc",NA,NA,NA,NA,7,0.733,9,0.167,7,0.799,7,0.038,0.416666666666667
409,"4",1,80,49,1,"desc",NA,NA,NA,NA,2,0.812,7,0.037,2,0.817,9,0.199,0.416666666666667
410,"4",0,81,50,14,"desc",NA,NA,NA,NA,3,0.626,4,0.205,3,0.571,2,0.027,0.416666666666667
411,"4",1,83,51,7,"desc",NA,NA,NA,NA,1,0.742,7,0.052,1,0.688,7,0.112,0.416666666666667
412,"4",0,84,52,28,"desc",NA,NA,NA,NA,1,0.595,9,0.187,1,0.669,7,0.065,0.416666666666667
413,"4",0,85,53,19,"desc",NA,NA,NA,NA,8,0.668,9,0.153,8,0.846,7,0.082,0.416666666666667
414,"4",1,86,54,8,"desc",NA,NA,NA,NA,2,0.716,7,0.074,2,0.676,4,0.176,0.416666666666667
415,"4",0,90,55,13,"desc",NA,NA,NA,NA,6,0.832,7,0.118,6,0.903,4,0.193,0.416666666666667
416,"4",1,92,56,46,"desc",NA,NA,NA,NA,10,0.793,5,0.013,10,0.637,7,0.089,0.416666666666667
417,"4",1,95,57,49,"desc",NA,NA,NA,NA,1,0.604,7,0.043,1,0.514,6,0.071,0.416666666666667
418,"4",1,96,58,39,"desc",NA,NA,NA,NA,8,0.703,7,0.066,8,0.597,9,0.158,0.416666666666667
419,"4",0,99,59,54,"desc",NA,NA,NA,NA,5,0.596,7,0.137,5,0.736,7,0.075,0.416666666666667
420,"4",0,100,60,3,"desc",NA,NA,NA,NA,3,0.761,4,0.276,3,0.716,5,0.056,0.416666666666667
421,"4",1,2,1,33,"exp",1,0,0,0,3,0.88,8,0.114,3,0.733,9,0.178,0.416666666666667
422,"4",0,3,2,56,"exp",0,1,0,0,10,0.68,4,0.251,10,0.614,2,0.051,0.416666666666667
423,"4",1,5,3,13,"exp",1,1,0,0,10,0.905,2,0.074,10,0.709,4,0.205,0.416666666666667
424,"4",1,8,4,24,"exp",1,0,0,0,1,0.545,7,0.067,1,0.694,5,0.026,0.416666666666667
425,"4",1,10,5,45,"exp",1,1,0.5,1,10,0.921,4,0.226,10,0.73,7,0.089,0.416666666666667
426,"4",1,11,6,20,"exp",1,1,0,1,2,0.644,6,0.02,2,0.914,9,0.14,0.416666666666667
427,"4",0,12,7,26,"exp",0,0.5,0,0,3,0.688,8,0.122,3,0.706,5,0.024,0.416666666666667
428,"4",1,13,8,41,"exp",1,0,0,0,8,0.635,7,0.157,8,0.611,7,0.092,0.416666666666667
429,"4",1,14,9,39,"exp",1,0,0,0,3,0.511,7,0.049,3,0.778,2,0.054,0.416666666666667
430,"4",0,15,10,46,"exp",0,1,0,0,3,0.675,4,0.105,3,0.775,8,0.176,0.416666666666667
431,"4",1,16,11,43,"exp",1,0,0,0,10,0.836,5,0.014,10,0.703,7,0.185,0.416666666666667
432,"4",1,17,12,16,"exp",1,1,0,0,2,0.922,7,0.062,2,0.563,7,0.056,0.416666666666667
433,"4",1,18,13,42,"exp",1,0,0,0,5,0.584,7,0.015,5,0.658,2,0.027,0.416666666666667
434,"4",0,19,14,9,"exp",0.333333333333333,0.75,0,0,6,0.804,7,0.064,6,0.889,9,0.163,0.416666666666667
435,"4",0,22,15,52,"exp",0,1,0,0,8,0.642,4,0.213,8,0.902,2,0.042,0.416666666666667
436,"4",0,23,16,32,"exp",1,1,0,0,5,0.828,7,0.033,5,0.81,9,0.104,0.416666666666667
437,"4",0,26,17,4,"exp",0,1,0,0,10,0.645,9,0.215,10,0.8,4,0.188,0.416666666666667
438,"4",1,27,18,50,"exp",1,0,0,0,6,0.517,6,0.085,6,0.835,7,0.072,0.416666666666667
439,"4",0,28,19,37,"exp",0,1,0,0,10,0.9,5,0.012,10,0.786,9,0.181,0.416666666666667
440,"4",1,29,20,18,"exp",1,0,0,0,5,0.676,8,0.058,5,0.571,4,0.218,0.416666666666667
441,"4",1,31,21,2,"exp",1,1,0,0,6,0.769,8,0.091,6,0.681,7,0.219,0.416666666666667
442,"4",1,32,22,49,"exp",1,0,0,0,6,0.86,9,0.132,6,0.782,5,0.014,0.416666666666667
443,"4",1,34,23,11,"exp",1,0,0,0,5,0.596,7,0.145,5,0.944,6,0.135,0.416666666666667
444,"4",0,35,24,7,"exp",0,1,0,0,1,0.575,5,0.014,1,0.724,7,0.183,0.416666666666667
445,"4",1,36,25,15,"exp",1,0,0,0,6,0.791,5,0.019,6,0.631,7,0.019,0.416666666666667
446,"4",0,39,26,17,"exp",1,1,0,0,10,0.752,9,0.146,10,0.624,2,0.037,0.416666666666667
447,"4",1,42,27,8,"exp",1,1,0,0,8,0.561,9,0.199,8,0.824,8,0.151,0.416666666666667
448,"4",0,43,28,30,"exp",1,1,0,0,6,0.767,6,0.03,6,0.871,6,0.117,0.416666666666667
449,"4",0,44,29,59,"exp",1,1,0,0,3,0.766,8,0.083,3,0.635,9,0.136,0.416666666666667
450,"4",1,45,30,57,"exp",0.25,1,0,0,5,0.609,4,0.164,5,0.691,9,0.081,0.416666666666667
451,"4",1,48,31,60,"exp",1,0,0,0,6,0.754,2,0.088,6,0.833,8,0.235,0.416666666666667
452,"4",0,53,32,29,"exp",0,1,0,0,5,0.713,5,0.01,5,0.763,7,0.041,0.416666666666667
453,"4",1,54,33,51,"exp",1,0,0,0,10,0.659,4,0.227,10,0.594,7,0.134,0.416666666666667
454,"4",0,56,34,5,"exp",1,1,0,0,7,0.77,7,0.016,7,0.62,7,0.091,0.416666666666667
455,"4",1,57,35,44,"exp",0.5,0,0.5,0,1,0.645,7,0.137,1,0.677,6,0.017,0.416666666666667
456,"4",0,59,36,36,"exp",1,0.666666666666667,0,0,10,0.569,8,0.16,10,0.795,5,0.071,0.416666666666667
457,"4",1,60,37,21,"exp",0,0,0,0,10,0.566,6,0.06,10,0.766,8,0.192,0.416666666666667
458,"4",1,61,38,25,"exp",1,0,0,1,1,0.86,2,0.104,1,0.659,9,0.138,0.416666666666667
459,"4",0,65,39,47,"exp",0,1,0,0,10,0.571,4,0.261,10,0.514,5,0.014,0.416666666666667
460,"4",1,67,40,27,"exp",1,0.333333333333333,0,0.333333333333333,10,0.711,6,0.145,10,0.536,4,0.139,0.416666666666667
461,"4",1,68,41,19,"exp",0,0,0,0,6,0.845,4,0.162,6,0.869,7,0.068,0.416666666666667
462,"4",0,70,42,3,"exp",0,1,0,0,7,0.556,5,0.029,7,0.715,6,0.105,0.416666666666667
463,"4",0,71,43,53,"exp",0,1,0,0,10,0.606,6,0.036,10,0.577,9,0.105,0.416666666666667
464,"4",1,73,44,10,"exp",0.5,1,0,0,5,0.703,9,0.162,5,0.756,7,0.103,0.416666666666667
465,"4",1,74,45,28,"exp",1,0.5,0,0,3,0.693,6,0.031,3,0.708,9,0.18,0.416666666666667
466,"4",1,76,46,23,"exp",1,1,0,0,10,0.794,7,0.2,10,0.837,5,0.018,0.416666666666667
467,"4",0,77,47,55,"exp",0,0.5,0,0,10,0.741,5,0.02,10,0.571,4,0.198,0.416666666666667
468,"4",0,79,48,40,"exp",0,0.5,0,0,7,0.733,9,0.167,7,0.799,7,0.038,0.416666666666667
